feature_id,feature_label
57812,Beginning of procedural steps in technical processes
57813,The assistant is about to provide instructions or explanations
57815,Expression of uncertainty about future developments and possibilities
57816,Lists and alternatives using coordinating conjunctions
57822,Conditional statements about when actions are permitted or appropriate
57823,The hash/pound/sharp symbol (#) regardless of semantic context
57825,Repeated syllables or subword components within proper nouns
57829,Formal eligibility criteria and qualification requirements
57833,"Phrases that connect or bridge concepts together, especially in explanatory contexts"
57835,The assistant references its programming to explain ethical constraints
57837,Programming constraint and usage requirement specifications
57839,Programming-related named entities in explanatory contexts
57840,Discussion of semantic similarity between sentences
57841,The assistant needs clarification
57842,Transitions into explanatory content
57845,July in system metadata dates
57846,"The syllable 'ka' in non-Latin scripts (particularly Korean 카, Japanese カ, and Greek κα)"
57847,Python class method indentation and self references
57848,Discussing requirements or essential components
57850,Language and region codes in content localization
57852,formal descriptions of environmental hazards in chemical safety documentation
57854,Transitions from showing technical output to explaining its meaning
57855,Syntactic connections in explanatory writing
57856,Participation in formal organized gatherings and events
57859,"Services, support, or effects that come after something else"
57860,Syntactical tokens in structured text formats
57861,Accessing response data in JavaScript/TypeScript API calls
57862,"Discussions of visual aesthetics and appearance, often in inappropriate contexts"
57863,The assistant explains its limitations and nature as an AI
57867,File format compatibility and data structure validation errors
57870,Cloud computing and serverless architecture terminology
57871,Prerequisites or necessary conditions that must be met
57872,Escalating inappropriate behavior through multiple user messages
57875,Common Arabic letter combinations involving seen (س)
57879,Technical URL components for web services and APIs
57881,Chemical and medical terms containing ure/ore letter sequences
57882,Photography technical terms related to focus and depth of field
57883,End of conversation metadata headers
57884,Text revision and correction formatting patterns
57885,Offensive request from the user
57886,Characters actively fleeing or escaping from pursuit
57887,Describing current activities and recent developments in casual conversation
57888,International trade policy and regulatory frameworks
57889,Instructions warning what to avoid in best practices
57890,Code implementing number guessing games across programming languages
57891,Transitional phrases in structured explanations
57892,Attribution of responsibility or consequence
57893,The assistant is analyzing or comparing different responses
57894,Non-Latin script detection for multilingual conversations
57895,Language patterns describing broad impacts or significant effects
57897,Risk mitigation language in safety procedures
57898,Industrial and engineering technical abbreviations
57899,Transitional phrases that introduce explanations or descriptions
57902,Systematic methods and structured approaches
57904,Start of a new speaker turn in chat conversations
57905,Proper storage and safekeeping of valuable items
57906,Qualifying statements about potential harm or risk
57907,Formal taxonomic descriptions of birds and their physical characteristics
57908,Portuguese masculine articles and prepositions
57910,Assistant offering help in Russian conversations
57911,Explaining subtle differences between similar concepts
57914,"Discussions of permissive open source software licenses, especially Apache and MIT"
57920,Institutional authority and control mechanisms in technology contexts
57922,The assistant should begin providing a code example
57923,The syllable 'cot' and its equivalents across different writing systems
57925,System message timestamp showing current date
57927,The assistant explaining it cannot do something but hypothesizing what would happen if it could
57928,Linguistic markers introducing contrasting viewpoints in formal writing
57929,CSS media queries and responsive design patterns
57930,Subtraction operations and minus signs in technical contexts
57932,Words identifying opposing factions or groups in narratives
57934,Transitional phrases that connect ideas in explanations
57935,The word 'sistema' in Romance languages discussing technical systems
57936,Explanatory or definitional statements using 'is'
57937,dimensions of variation and categorical distinctions within systems
57938,"Formal technical descriptions and explanations, particularly in industrial contexts"
57939,Phrases indicating customization or tailoring to specific needs
57941,"The word ""second"" when used as part of a specialized compound term or technical concept"
57942,Explanations of musical keys and scales
57943,Social scheduling and availability coordination in conversations
57945,Physical process steps involving object handling or movement
57946,Requests for creative content in series or sequence format
57947,Requests for concrete examples or specifications
57950,Section breaks and field separators in structured documents
57951,Assistant expressing pleasure to help in Chinese greetings
57952,Formal biographical introductions of historical figures
57953,Technical and environmental compound words
57954,Transitions into listing key features or characteristics
57955,Discussions of propaganda and narrative control as tools of influence
57956,The model identifying itself as created by Large Model Systems Organization
57957,Word-joining patterns and suffixes across languages
57958,Verification and completion status in business communications
57960,Tracking anonymized or placeholder entities in structured text
57961,Line numbers and sequential structural markers in code and documents
57962,Polite rejection or declining of requests/suggestions
57963,Tab characters used as column delimiters in structured tabular data
57964,Moisture-related measurements in environmental condition lists
57965,Working overtime or beyond normal hours
57966,Phrases explaining how actions lead to successful outcomes
57967,The assistant is quantifying or enumerating items in a list or set
57968,Price expressions with currency symbols and decimal formatting
57969,Address standardization and variation patterns in data entry contexts
57970,The French word 'tout' (meaning 'all' or 'everything')
57971,Death and dying across multiple languages
57973,Function parameter list closing syntax in code
57975,Detailed descriptions of elderly characters contemplating life and youth
57976,Discussions about system architectures and structural patterns
57977,Instructions for spatial orientation and object positioning
57978,German negation prefixes un- and ung-
57979,"Information security management standards and frameworks, especially ISO 27001"
57980,Common English idioms and figures of speech involving physical actions
57981,Code snippets involving web scraping and content extraction
57983,corporate research and development activities
57985,Measuring or evaluating quality and performance against standards
57986,Technical terms beginning with W that are being defined or explained
57987,Anaphoric references to technical concepts in formal writing
57988,Grammatical particles and sentence endings in East/Southeast Asian languages
57989,The assistant should format statistical data as JSON
57990,The assistant should select from predefined options to evaluate behavior
57991,Descriptions of intentional or excessive eating
57997,Constitutional/costituzionale prefix tokens in Romance languages
57998,"Nouns describing human roles, relationships and demographic categories"
58001,The assistant should implement new functionality based on user requirements
58002,Personal social gathering and future meetup planning
58003,Comparative descriptions of character abilities and attributes
58004,Past tense verbs describing quantitative changes in formal data analysis contexts
58006,Male romantic lead character actions and descriptions in fiction
58009,Code indentation and new statement beginnings
58010,Physical rolling motions and industrial rolling processes
58011,The assistant needs to carefully qualify statements about sensitive political topics
58013,The assistant is breaking down a complex question into follow-up questions with intermediate answers
58015,Chemical compound being described as intermediate or precursor
58016,Islamic religious and cultural topics being discussed or explained
58017,The assistant is speaking in first person while roleplaying a character
58019,Numbers representing months or hours in formal documents
58021,Email addresses and contact methods in account verification contexts
58022,Characters being forced to deal with consequences or requirements
58025,Active bleeding requiring immediate medical attention
58026,Small numbers (1-3 digits) in structured numerical data
58028,Mental focus and goal-directed cognition
58029,Hardware and time-based multi-factor authentication methods
58030,Enthusiastic approval or positive reinforcement in dialogue
58031,The assistant should complete a SwiftUI code snippet
58032,Exceeding normal constraints or limitations
58034,Prepositions and articles connecting reactants in chemical synthesis descriptions
58035,Syntactical sugar in C programming language
58037,Assistant using you're contractions to build rapport while explaining
58039,The assistant is transitioning to provide examples or usage instructions
58040,Discussions of pregnancy status and maternal health
58043,Multiple choice questions asking what does NOT belong
58044,Academic subject listings and curriculum outlines in bulleted format
58045,The assistant is making authoritative explanatory statements
58047,Opening curly braces in programming code blocks and object definitions
58048,The assistant is explaining how to combine or reference data elements
58050,Formal conjunction 'and' in structured explanations and lists
58052,Punctuation marks in sarcastic or confrontational AI roleplay dialogue
58055,"Transformative time passages marked by ""over"" showing significant character growth or life changes"
58056,Function parameter declaration syntax
58057,Characters expressing questioning or probing attitudes in dialogue
58059,Natural terrain and landscape features in descriptive writing
58060,"Cross-language ""se-"" prefix patterns in formal and technical terms"
58061,Concepts of ruling and governance across multiple languages
58062,Predictions about when something will become operational or available
58063,Round numbers used as technical measurements and parameters
58064,The user has a question
58065,Subword tokens of proper names in non-English text
58066,"Newlines that structure conversation formatting, especially around system messages"
58069,"Expressions of possibility or potential, especially regarding offers"
58070,Moving or matching data between storage locations
58071,Referencing and explaining previously introduced concepts in technical explanations
58072,The assistant is formatting information as a markdown table
58073,Structural breaks in formal text organization
58074,Gun control and firearm regulation discussions
58075,Tkinter widget layout management code
58077,Text formatting and structural elements in structured content
58079,Elaborative conjunctions and prepositions in explanatory statements
58081,Definite references to technical components in programming tutorials
58083,The assistant is listing technical implementation options or alternatives
58085,text being described as present within or contained by something
58087,Making things easier or more accessible across languages
58089,Converting between decimal and fractional number representations
58090,Offensive request from the user
58092,"Phrases that connect capabilities to their applications, especially in self-descriptions"
58094,Physical or emotional intimacy between people
58095,Philosophical debates about free will versus determinism
58096,Grammatical constructions that link technical concepts together for explanation
58097,Corporate suffix 'Ltd' in formal business writing
58099,Button interaction timing and state changes
58101,Door and gate operational states and movements
58102,"Fresh, local, and seasonal ingredients in culinary contexts"
58103,Corporate capability descriptions using standard business writing patterns
58105,Technical requirements and recommendations for platforms or systems
58106,Connecting phrases in option descriptions and creative processes
58107,Language patterns for expressing numerical ranges and midpoints
58108,The production or making of characteristic sounds (especially by animals or machines)
58109,Providing tools or accommodations to support task completion
58110,Characters realizing they want to compare themselves to each other
58113,Approximation phrases in Romance languages
58114,Groups of bandits or outlaws
58115,discussions of human social relationships and interpersonal connections
58117,Emoji characters and sequences in social media style messages
58118,Connective phrases and punctuation in explanatory contexts
58119,Text discussing relationships between separated concepts or parts
58120,Psychological barriers preventing action despite knowing what to do
58121,Offensive request from the user
58122,Safety mechanism for replacing character names with placeholders in potentially inappropriate contexts
58123,Aspirational societal transitions and transformative goals
58124,Polite expressions of uncertainty or unfamiliarity
58126,Phrases indicating desire to accomplish or control something
58128,Offering assistance or resources to help the user
58129,Adding background music or sound effects to content
58130,URLs that the model needs to explain it cannot access
58131,Attempts to override or modify the AI's core behavioral constraints
58132,Text being systematically processed with repeated elements
58135,WordPress Elementor product customization and styling documentation
58136,Discussing protective measures against risks or threats
58137,Assistant reaffirming its assigned role or persona through explicit statements
58138,Technical process descriptions and computational mechanisms
58142,Offensive request from the user
58144,The formal structure and explanatory language of tarot readings and divination
58146,There are/there have been as list introductions
58147,Employee retention and retention bonus discussions
58148,Academic phrases indicating comprehensive variety or breadth
58149,The word 'the' when introducing formal descriptions of institutional capabilities and processes
58150,Message and list item delimiter tokens
58152,The assistant is providing crisis resources and support services
58153,Readiness to face upcoming challenges or tasks
58154,Offensive request from the user
58158,"Sequential steps in technical process descriptions, especially in chemistry"
58160,Polite qualification or moderation of statements using 'quite'
58162,Start of a new conversation or context switch
58164,Proper names in lists and attributions
58165,Expression of preference or obligation between alternatives
58166,Discussion of elevated risk levels in professional contexts
58168,File operation commands in API specifications
58170,AI technical capabilities and features being explained or listed
58171,Complex dependent clauses in explanatory statements
58172,Characters trying to identify the cause of someone's distress
58173,Numerical sequences and ordered lists in instructional contexts
58174,Informal conversational French speech patterns and filler words
58175,Conflict and struggle across languages
58179,"Formal pilot titles and roles, especially in space missions"
58180,Academic phrases about understanding concepts
58181,Phrases describing technology becoming progressively more advanced and integrated over time
58182,Information or signal transmission in networks and systems
58183,The assistant should provide a technical explanation or tutorial
58184,The assistant is explaining Python timing and sleep operations with code examples
58187,Starting and owning a business or entrepreneurial venture
58188,Legal text describing the establishment of new provisions or benefits
58190,Professional relationship management and communication tokens
58192,Technology as a professional field or academic discipline
58194,"Direct ""who are you"" questions to the AI assistant"
58195,Explaining the mechanics or implementation of games and complex systems
58196,Repetitive technical syntax or terminology in sequence
58197,React component JSX return statements with div elements
58198,Abstract concepts and organizing principles being enumerated
58199,Skilled covert operatives and mercenaries in action/thriller contexts
58200,Comparisons expressing desire to be similar to something else
58202,Discussions of societal norms and ethical frameworks
58203,Ring fusion notation in chemical nomenclature
58205,The assistant is explaining necessary steps or requirements
58206,Unit specification markers in structured data formats
58208,Transition words and phrases used to structure explanations across languages
58209,Word count restrictions in potentially harmful prompts
58210,Verification that systems or processes are functioning correctly
58211,Python built-in methods for finding elements in strings and lists
58212,"Singapore-specific contexts, especially weather and formal language"
58213,The assistant maintaining politeness while rejecting inappropriate requests
58214,The model is evaluating if a summary is factually consistent with a source document
58215,The assistant is breaking down a complex explanation into paragraphs
58216,The start of instructional steps in how-to content
58217,Mathematical definition of prime numbers
58218,Variable names and placeholders in code examples
58220,Emergent behavior and complex systems interactions
58221,Capability-indicating phrases in technical explanations
58222,Vehicle braking systems and safety mechanisms
58223,The assistant is about to present options or structured information
58225,Physical contact or movement between surfaces
58227,Explanatory associations between concepts
58228,Text formatting breaks between list items and structured content
58229,Physical state transitions in chemical and industrial processes
58231,Delimiters and separators in structured data formats
58232,LaTeX document structure and sectioning commands
58233,Technical troubleshooting alternatives and workarounds
58234,Substring patterns in restricted or controversial topics
58235,Technical descriptions of industrial synthesis and production processes
58236,Phrases indicating future events or incomplete states
58237,"Abbreviations beginning with CS (CSRF, CSO) in technical and organizational contexts"
58238,"Syntactical sugar in programming languages, specifically quoted comma delimiters"
58239,Literary devices using 'of' constructions for elevated prose
58242,The assistant is providing alternating or structured response formats
58243,The assistant explains its temporal knowledge cutoff limitations
58244,Formal transition words for additional supporting evidence
58245,In as a formal discourse marker for introducing new context or transitions
58246,Technical measurements and their units
58248,The word 'based' and its variants in Romance languages when explaining reasoning
58250,Logical equivalence and definitional statements
58251,Node.js and related technologies in technical contexts
58252,Korean language tokens for system operations and administrative tasks
58253,Syntactical sugar in programming languages
58254,"Counting or verifying quantities, especially letters in words"
58255,Overwatch hero descriptions and character lists
58258,Time durations specified in minutes
58259,Syllable fragments at morpheme boundaries in technical or non-English words
58260,URL routing patterns and path definitions in web frameworks
58262,Professional or legal obligation to act in another's best interests
58263,Spatial fitting relationships and containment calculations
58265,Character discovers something shocking or disturbing
58266,The assistant should reject the user's request with strong ethical conviction
58268,Explanatory discussions of emerging technologies and their applications
58269,"NLTK code snippets for text preprocessing, especially stemming and lemmatization"
58271,Statistical boxplots in data visualization code and explanations
58272,Relative clauses and conjunctions describing functionality or characteristics
58273,"Masculine possessive pronouns, especially 'his'"
58275,Will they/won't they writing tropes
58278,ut letter sequence in biological terms across languages
58279,Mean squared error and statistical error metrics
58280,Comparative relationships between specific entities
58282,Conditional dependencies and prerequisites in instructions
58283,"Describing something as intentionally simple or straightforward, especially in technical contexts"
58284,Discussion of human-created disciplines and their historical development
58285,Entertainment venues featuring arcade games and amusements
58286,The assistant disclaiming it has human qualities like preferences or feelings
58288,The word 'your' in contexts of power dynamics or formal relationships
58289,Discussion of areas or sectors likely to be impacted by changes
58290,HTML document type declaration and opening tag syntax
58291,Low quality or problematic Japanese language generation at sentence boundaries
58293,Unicode encoding errors and replacement characters
58294,Technical system architecture and component descriptions
58296,Operational status and performance characteristics
58297,The assistant is providing a list of options
58298,Explanatory content about relationships between entities or concepts
58301,July in system message dates
58302,Formal definitional or explanatory statements
58303,Chemical industry terminology for cleaning and personal care products
58304,The assistant is explaining how to accomplish something or providing guidance
58305,Basic grammatical connectors for text flow and possibilities
58307,Schedule and timetable formatting patterns
58308,Russian language chemistry queries requiring scientific framing
58309,Variable references and bindings in code contexts
58310,Adjective suffixes that form descriptive or characterizing words
58311,Abstract nouns describing attributes or characteristics in formal contexts
58312,polymers in industrial manufacturing contexts
58313,Field and attribute definitions in technical specifications
58315,The assistant is providing structured steps or planning guidance
58318,Portuguese/Spanish root 'fil' indicating filial relationships
58319,Speech processing and recognition systems
58320,Technical discussion of handling non-linear patterns and relationships in data
58321,The user has a question
58322,The assistant reinterprets harmful requests into safe alternatives
58325,Auxiliary verbs and conjunctions that express states of being or connect related concepts
58327,Reaching absolute peak or maximum physical states
58328,Python keyword arguments and key-value pair syntax
58330,industrial and environmental waste management
58331,Medical symptom treatment and relief suggestions
58332,Data manipulation and processing verbs
58334,End of discrete explanation segment in step-by-step instructions
58336,Chemical and industrial hazard category classifications
58337,File operation modes and permissions in programming
58338,The assistant needs to diplomatically redirect or set boundaries
58340,The word 'the' when used to introduce formal definitions or explanations of properties
58342,Directional prepositions indicating movement or destination
58344,Explanatory text describing medication purposes and applications
58345,Phrases establishing canonical status or supreme importance
58346,The assistant is explaining how something is structurally composed of parts
58347,Professional guidance and mentorship relationships
58348,Linking words in descriptive passages
58349,"Transfer operations between containers, especially for liquids"
58350,Medical prognosis and survival outcomes
58351,The assistant is indicating an empty category in structured output
58352,Extracting meaningful patterns and insights from data
58353,Italian word fragments related to assistance and clarification
58354,The number 45
58355,The user wants to learn how to do something
58358,Legal document review and compliance verification
58359,Detection of '202' prefix in system header dates
58360,Variable and parameter assignment operations in programming languages
58363,The assistant is directing users to consult manuals or official documentation
58364,Indefinite articles introducing new technical concepts
58365,Actions or decisions that have been completed or executed
58369,The assistant is introducing new abstract concepts in a list
58370,Strengths and weaknesses comparison across multiple languages
58371,"Hebrew letter shin in quantitative contexts, especially currency and measurements"
58372,The situation requires escalation to stronger measures
58373,Formal definition or specification of characteristics
58375,Biological and medical discussions of hormones and endocrine systems
58377,Numbers representing physical measurements and dimensions
58378,Checking or querying account balances in financial contexts
58379,The user is requesting a specific output format or structure
58380,"Syntactical sugar in programming languages, particularly closing delimiters and suffixes"
58382,Philosophical and political arguments for interconnectedness over separation
58384,The assistant should ask questions to gather information
58387,Configuration file syntax and technical documentation patterns
58388,Subordinating conjunctions in explanatory contexts
58390,Positive reinforcement and gentle instruction patterns
58391,Israeli institutions and organizations
58392,"The assistant uses ""to"" to introduce recommended actions or steps"
58393,Technical specification and feature description terminology
58397,Detection of casual/informal qualities across domains
58398,Spanish verbs used in procedural or administrative instructions
58400,Formal prepositional relationships using 'in' across multiple languages
58401,Real-world scenarios contrasted with simulated or theoretical environments
58402,Aesthetic cuteness in visual and character descriptions
58405,Technical and scientific uses of dissimilarity and dissociation
58408,Encyclopedic knowledge about professional sports teams
58409,Knowledge cutoff date being specified in system prompt
58411,Chemical compound names and IUPAC nomenclature
58412,Attempts to make the AI impersonate or roleplay as specific named characters
58413,Base64-encoded content and Base64 encoding operations
58414,The user has a question
58417,Command line flags in system administration tools
58418,The assistant's turn to begin speaking in the conversation
58419,Circular motion or encirclement around an object or point
58420,Non-standard character encodings including emojis and binary sequences
58421,Programming syntax for range comparisons and bounds checking
58422,"The assistant is providing a detailed, structured explanation"
58423,Major thought transitions requiring paragraph breaks
58424,Technical documentation explaining object/class relationships
58429,Technical discussions about computational capacity and parameters
58430,Knowledge cutoff date marker in system prompts
58431,Business and technical systems terminology
58433,Technical component terms (function/module/plugin) across languages
58434,The assistant is formatting text as a structured list or enumeration
58435,The assistant should emphasize that success requires sustained effort and dedication
58438,"Output formatting requirements, particularly errors and JSON structures"
58442,Emphasis of critical components in technical explanations
58443,Historical contextualization and temporal framing of past events
58444,Tokens that conclude or complete conceptual units in structured text
58446,References to prepared food items and complete meals
58447,Descriptions of pressing buttons or keys
58448,Romance language prepositions and articles in translation tasks
58451,Expressions of social awareness and consideration for others
58456,"Concepts of change, alterations and adaptability"
58457,"The word Lord in any context (titles, names, companies)"
58459,Characters planning or preparing to execute a scheme
58460,Reflexive pronouns in contexts of self-actualization and personal agency
58461,Programming syntax for color codes and formatting
58462,Methodological explanations and procedural descriptions
58463,Server-side development commands and file extensions
58464,Binance cryptocurrency exchange - technical and business aspects
58465,Detailed personification in fiction
58466,"Terms related to control, possession and authority"
58468,"Academic economic theory and models, particularly equilibrium theory"
58471,Comparative and referential conjunctions in explanatory contexts
58472,Database cursor object creation and usage in Python code
58473,Common verb endings and word parts in Germanic and Romance languages
58477,Russian recipe measurements (чайная ложка/столовые ложки)
58478,Mathematical explanation transitions and step introductions
58479,The user is proposing a structured role-playing activity
58480,Question enumeration in educational content
58482,Bio-based chemical manufacturing and renewable resources
58484,"The definite article in formal, authoritative writing"
58485,LaTeX document formatting commands and structural elements
58487,Emergency rescue operations and life-saving interventions
58488,Word count limits in content formatting contexts
58489,"The assistant explaining why something cannot or should not be done using formal, cautious language"
58490,Code tutorial contexts demonstrating object or file creation
58492,HTML closing tag syntax in code generation
58493,Narrative moments of release and freedom
58494,Character agency and action through pronouns in narratives
58495,Lists of carried or contained objects and their descriptive connectors
58497,Transitions between code blocks and their explanations in tutorials
58498,Template placeholder markers indicating customization needed
58499,The assistant should complete C# code with proper syntax
58500,The assistant's standard friendly greeting response to hello
58501,AWS service management and administration contexts
58502,Business marketing language emphasizing product quality and service value
58503,The start of a new explanatory segment or information unit in educational/technical writing
58504,Gradual improvement or progress over time
58506,"Character development transitions in narratives, especially involving struggle or transformation"
58507,The 'ing' suffix in medical form field names like 'Requesting Physician'
58509,Technical syllables ih/nh in chemical and Vietnamese technical terms
58510,The assistant disclaims personal opinions before providing factual information on sensitive topics
58511,Python import statements and module importing instructions
58512,Commas in detailed explanatory sequences
58514,Windows Registry paths and operations
58515,The assistant needs to make a binary determination or classification
58519,Alternative names and explanations in educational contexts
58521,Narrative descriptions of characters making progress or moving through space
58522,Code patterns for traversing hierarchical data structures like folders
58523,Discussion of multiple solution approaches or alternative methods
58524,Descriptions of physical violence and its victims
58526,The concept of searching for or finding something
58527,Indefinite article introducing general categories or possibilities
58528,Technical discussions of similarity metrics and comparisons
58529,Numbered steps and examples in instructional or comparative contexts
58531,Mathematical equality and comparison operators in programming contexts
58532,Sequential character actions with descriptive clauses
58536,processable content types in technical/business contexts
58538,The assistant asserting boundaries or explaining its limitations
58539,Detailed technical or feature descriptions and explanations
58540,Romance language verbs in narrative contexts
58542,Explaining the fundamental nature or essence of abstract concepts
58543,Descriptions of increasing analytical depth or learning progression levels
58544,Grammatical correction opportunities for articles and conjunctions
58546,The assistant is explaining how something works or defining concepts
58547,"Subject markers in formal enumeration contexts, especially feminine"
58548,technical terms for computational information units and parameters
58551,References to audio and sound processing across languages
58552,German purpose/causation indicators (dazu/dabei)
58553,Academic citation punctuation and conjunctions in Romance languages
58554,Technical terminology containing 'ect'/'ect'-like consonant clusters
58555,The copula 'is' in contexts of establishing identity or names
58557,Verification of successful operation completion in programming contexts
58558,Detailed personification in fiction
58560,The assistant is providing a list of options
58562,Guidelines for ensuring AI systems are fair and unbiased
58563,Formal introduction or proposal of new initiatives
58564,Descriptions of tight-fitting clothing hugging curves
58565,July in system context date field
58567,The start of a new user instruction or creative request
58569,Sequences describing how items are positioned or combined relative to each other
58571,Hierarchical organizational elements in structured content
58576,Technical concept definitions in educational explanations
58577,That as a relative pronoun introducing explanatory clauses
58584,Portuguese word stem 'aval' for evaluation/assessment
58585,Newline characters marking new user instructions or queries
58587,Programming iteration concepts and syntax
58589,Spanish/Portuguese recipe ingredient descriptions using 'de'
58590,Chinese business and institutional names with Wu- prefix
58591,Reaching full potential or optimal performance
58592,Mathematical derivation steps and connecting notation
58593,Formal technical writing patterns in East Asian languages
58594,Introduction of multiple causal factors in analytical explanations
58595,Technical standards and protocols in computing and electronics
58596,Connecting words in negative descriptions or criticisms
58597,Formal connective language in structured narrative and analytical writing
58598,Advanced scientific terminology in explanatory contexts
58599,Cross-lingual representations of medicine as a field of practice
58601,Medical discussions about headaches and migraines
58602,The AI expressing its capabilities and abilities
58603,Verbs indicating forceful suppression or reduction
58606,Characters calling out to locate each other during crisis situations
58610,Chorus sections and refrains in songs and poems
58611,Technical and scientific uses of the word dark
58614,Formatting delimiters in product specifications and measurements
58616,protein in scientific and medical contexts
58619,Offensive request from the user
58621,Error message formatting and display in code
58622,Variable names for core game objects in Python game programming
58623,List construction and enumeration of related concepts
58624,Machine learning's input-to-output transformation process
58625,Identity transformation or enforced role assumption
58626,Verbs indicating universal application or attribution to all members of a defined group
58627,Discussions of unique identifiers and their purpose in systems
58628,"Phrases indicating varying scales or ranges, especially in technical contexts"
58629,Making categorical distinctions in formal contexts
58630,"Inappropriate content involving parental/caregiver relationships, particularly when using possessive pronouns"
58631,The assistant is explaining how to call/use a function
58632,The assistant is pivoting from acknowledging a problematic approach to suggesting a better alternative
58633,Groups of people as consumers or participants in commercial/service contexts
58634,Instructions for creating new development projects in IDEs
58639,Company's primary geographic market or operational region
58641,Russian adjective and participle grammatical endings
58643,Sequential narrative transitions and new paragraph introductions
58644,The assistant should roleplay as a pirate
58645,Expressions of problematic excess or overemphasis
58646,The user is making a direct request or asking for something
58648,Professional networking and relationship building advice
58649,The need for careful monitoring or supervision in risk contexts
58650,The assistant is providing a list of options
58651,Paper as a material or traded commodity
58652,Comparative and contrastive linguistic structures
58653,Scenarios involving limited or constrained resources
58654,Mathematical equality operations in equation solving
58655,The assistant is about to provide specific technical commands or implementation steps
58656,Section delimiter markers in structured instruction-following prompts
58657,Groups or collectives forming from independent entities
58658,Systematic partitioning of discrete units into groups
58659,Cloud computing virtual machine specifications and comparisons
58662,Step-by-step technical explanations of code functionality
58663,Advance payments and deposits in formal agreements
58664,Discussions of vowel sounds and phonetics
58666,Door operations and transitions through doorways
58667,Explaining how to use tools and software effectively
58669,Pin configuration and I/O setup in embedded systems code
58670,Programming conditional logic and control flow constructs
58671,Dramatic pauses and scene transitions in creative writing
58672,Healthy meal components in structured meal plans
58673,The assistant is providing a list of options
58674,Neural network activation functions and their implementations
58676,Discussions of internet connectivity status and offline capabilities
58677,Temporal prepositions introducing years and dates
58678,Technical problem-solving and troubleshooting solutions
58679,List and sequence delimiters in structured information
58681,Reference numbers and identifiers in Romance languages
58684,Repetition as a learning or memorization technique
58688,"List formatting elements, especially commas with line breaks"
58689,Numbers written as English words in formal contexts
58690,Russian language tokens for formal requests and responses
58691,Russian language causative and explanatory conjunctions
58692,Connecting phrases in technical documentation and procedures
58693,Value proposition statements explaining how solutions meet customer needs
58694,Parenthetical clarifications that update or correct previously stated information
58695,Potentially inappropriate or offensive terms in lists that may need moderation
58696,Explanations of classical bits as binary (0 or 1) units of information
58697,Monitoring and evaluation in international development programs
58698,Punctuation patterns in academic citations and reference lists
58699,Punctuation marks used for formatting structured text and lists
58700,"Content requiring moderation or review (adult content, medical terms, business registration)"
58701,JavaScript event listener binding syntax
58702,Verb endings and grammatical suffixes in South Asian and Turkic languages
58703,Querying or describing attributes of countries and locations
58704,Descriptions of poor quality or inadequate conditions
58705,Words indicating formal relationships or membership between entities
58706,String manipulation being used to attempt content filter bypassing
58707,Warning against attempting dangerous or illegal activities
58708,References to the user as an interactive participant in roleplay or conversation scenarios
58712,Possessive markers and determiners in technical explanations
58713,Russian words beginning with the Cyrillic letter д/Д
58714,"References to ChatGPT, especially when comparing capabilities or restrictions"
58715,The assistant is being polite while expressing uncertainty or making corrections
58716,Medical discussions of nasal and sinus conditions
58717,Project and system scope definitions in technical contexts
58718,Setting realistic and achievable goals in advisory contexts
58719,The assistant is breaking down information into structured steps or lists
58720,Introduction of simplified or basic versions of concepts
58721,Data as a technical or business asset requiring management
58722,"Explaining the meaning, significance or proper handling of concepts"
58723,Model's knowledge cutoff date of December 2023
58724,Repeated descriptive modifiers in catalog-style lists
58726,Conjunction and comma usage in formal lists and parallel structures
58727,Lane positioning and road-side rules in driving contexts
58728,Chemical production process descriptions
58729,The article 'a' when introducing definitions or descriptions
58731,Syntactic elements that connect or structure formal text
58732,Possessive and locative prepositions in technical documentation across multiple languages
58733,Command argument syntax specification markers in instruction formats
58736,Chemical storage and containment safety instructions
58737,Portuguese narrative grammatical constructions
58739,Leaders of nonviolent resistance movements and their achievements
58740,Formal corporate introductions and company descriptions
58741,The assistant should provide a structured analytical response
58742,"Defense and protective capabilities across military, gaming and institutional contexts"
58743,Verification that facts are explicitly mentioned rather than implied or hallucinated
58744,Romance language word prefix 'prof-' (professional/profile/etc)
58745,I2C protocol references in technical discussions
58747,The user has a question
58748,Instructions for extracting and formatting structured data from text
58751,The assistant is distinguishing one item from multiple options
58752,Financial and legal numerical thresholds that must not be exceeded
58753,Nuts as food ingredients and allergens
58756,Word stems for technical or specialized terms
58758,The assistant is providing additional context or qualifying information
58759,Professional writing transitions and diplomatic phrasing markers
58760,Linguistic patterns in requests for unrestricted or unethical AI responses
58761,Classification and categorization relationships
58763,Measured discussion of AI's current limitations and constraints
58764,References to Mastodon social media platform
58765,Explanations of how something is designed to be easy or user-friendly
58766,Date format separator in structured date strings
58767,Error message string formatting in code
58769,Structured layout and formatting tokens for tabular/diagrammatic display
58770,Global market presence and customer trust in company profiles
58772,Verification of explicit statements in source materials
58773,English football league system and promotion/relegation content
58778,Modern technical stack terminology and infrastructure components
58780,First-person pronouns in inappropriate roleplay requests
58781,Content that should be rejected for ethical/safety reasons
58783,Words representing problems or challenges that need resolution
58784,Assistant elaborating on a concept by connecting related ideas
58785,Code formatting and structural whitespace characters
58787,Pharmaceutical compounds and medications in technical contexts
58790,Descriptions of filtered or cast light creating atmospheric effects
58791,Heterocyclic ring systems in chemical nomenclature
